ID	AlternateID	Annotation
gene_10501		product_name=hypothetical protein
gene_10517		product_name=nuclear localization protein
gene_10536		product_name=Armadillo-type fold
gene_10539		product_name=hypothetical protein
gene_10545		product_name=outer membrane protein iml2
gene_10569		product_name=Transient receptor potential (TRP) ion channel-domain containing protein
gene_10585		product_name=RNA helicase
gene_10601		product_name=NACHT and WD40 domain protein
gene_10622		product_name=Thioredoxin-like fold
gene_10630		product_name=expressed protein
gene_10679		product_name=exoribonuclease complex%2C subunit Rrp44/Dis3
gene_10687		product_name=Major facilitator superfamily domain-containing protein
gene_10736		product_name=RNA polymerase I subunit Rpa43
gene_10768		product_name=hypothetical protein
gene_10775		product_name=Nucleotide-diphospho-sugar transferase
gene_10796		product_name=protein-L-isoaspartate O-methyltransferase
gene_10812		product_name=OTU-like cysteine protease
gene_10817		product_name=ATP-dependent RNA helicase CHL1
gene_10824		product_name=heat and acid-stable phospho protein
gene_10849		product_name=RPAP1-like%2C C-terminal-domain containing protein
gene_10853		product_name=Eukaryotic translation initiation factor eIF2A-domain containing protein
gene_10882		product_name=hypothetical protein
gene_10893		product_name=Coenzyme Q (ubiquinone) biosynthesis protein Coq4-domain containing protein
gene_10897		product_name=CHCH domain protein
gene_10909		product_name=hypothetical protein
gene_10916		product_name=t-SNARE
gene_10926		product_name=expressed protein
gene_10934		product_name=hypothetical protein
gene_11010		product_name=expressed protein
gene_11087		product_name=hypothetical protein
gene_11130		product_name=hypothetical protein
gene_11131		product_name=expressed protein
gene_11180		product_name=plasma membrane H+-transporting ATPase
gene_11207		product_name=hypothetical protein
gene_11210		product_name=palmitoyltransferase pfa5
gene_11233		product_name=C2H2 type zinc finger domain protein
gene_11265		product_name=non-biotin containing subunit of 3-methylcrotonyl-CoA carboxylase
gene_11282		product_name=hypothetical protein
gene_11312		product_name=cipC-like antibiotic response protein
gene_11320		product_name=hypothetical protein
gene_11323		product_name=serine/threonine-protein phosphatase 2B catalytic subunit
gene_11389		product_name=amphiphysin
gene_11493		product_name=Alpha/Beta hydrolase fold
gene_10113		product_name=alpha-L-rhamnosidase C
gene_10168		product_name=hypothetical protein
gene_10284		product_name=putative nonribosomal peptide synthase
gene_10441		product_name=myosin class II heavy chain
gene_10461		product_name=putative RNA binding protein
gene_11292		product_name=lysosomal trafficking regulator
gene_11490		product_name=hypothetical protein
gene_10049		product_name=Cytochrome P450
gene_10088		product_name=hypothetical protein
gene_10094		product_name=hypothetical protein
gene_10125		product_name=NADP-dependent oxidoreductase domain-containing protein
gene_10156		product_name=hypothetical protein
gene_10412		product_name=hypothetical protein
gene_10619		product_name=hypothetical protein
gene_10734		product_name=hypothetical protein
gene_10779		product_name=sorbitol dehydrogenase
gene_10781		product_name=Heterokaryon incompatibility protein Het-C-domain containing protein
gene_10782		product_name=hypothetical protein
gene_10785		product_name=DNA-directed RNA polymerases I%2C II%2C and III subunit RPABC5
gene_10786		product_name=hypothetical protein
gene_10869		product_name=Isoprenoid synthase domain-containing protein
gene_10913		product_name=WD40-repeat-containing domain protein
gene_11002		product_name=hypothetical protein
gene_11055		product_name=putative cytochrome P450
gene_11129		product_name=Uncharacterized alpha/beta hydrolase domain (DUF2235)-domain containing protein
gene_11174		product_name=hypothetical protein
gene_11195		product_name=hypothetical protein
gene_11203		product_name=Na+-independent Cl/HCO3 exchanger AE1
gene_11278		product_name=hypothetical protein
gene_11300		product_name=dimethylallyl tryptophan synthase
gene_11302		product_name=Pfs domain protein
gene_11339		product_name=hypothetical protein
gene_11460		product_name=CP2 transcription factor-domain containing protein
gene_10019		product_name=expressed protein
gene_10083		product_name=expressed protein
gene_10204		product_name=dsRNA-specific nuclease dicer
gene_10643		product_name=Thiolase-like protein
gene_10667		product_name=hypothetical protein
gene_10945		product_name=hypothetical protein
gene_10279		product_name=Glycosyl hydrolase family 53
gene_10287		product_name=hypothetical protein
gene_10291		product_name=hypothetical protein
gene_10360		product_name=hypothetical protein
gene_10487		product_name=alpha subunit of succinyl-CoA synthetase
gene_10502		product_name=origin recognition complex%2C subunit 1
gene_10615		product_name=MFS sugar transporter
gene_11039		product_name=MFS monosaccharide transporter
gene_11143		product_name=hypothetical protein
gene_11491		product_name=hypothetical protein
gene_11492		product_name=Eukaryotic protein of unknown function (DUF829)-domain containing protein
gene_10028		product_name=FAD binding domain-domain containing protein
gene_10081		product_name=hypothetical protein
gene_10116		product_name=MFS transporter
gene_10142		product_name=expressed protein
gene_10149		product_name=hypothetical protein
gene_10153		product_name=MFS multidrug transporter
gene_10158		product_name=Major facilitator superfamily domain-containing protein
gene_10171		product_name=hypothetical protein
gene_10209		product_name=2OG-Fe(II) oxygenase family oxidoreductase
gene_10217		product_name=hypothetical protein
gene_10260		product_name=G2/M phase checkpoint control protein Sum2
gene_10262		product_name=2OG-Fe(II) oxygenase family oxidoreductase
gene_10268		product_name=expressed protein
gene_10273		product_name=hypothetical protein
gene_10298		product_name=hypothetical protein
gene_10307		product_name=hypothetical protein
gene_10315		product_name=Acyl CoA binding protein-domain containing protein
gene_10342		product_name=hypothetical protein
gene_10363		product_name=acetyltransferase%2C GNAT family
gene_10364		product_name=putative 1%2C4-beta-D-glucan-cellobiohydrolyase
gene_10366		product_name=Arrestin %28or S-antigen%29%2C C-terminal domain-domain containing protein
gene_10380		product_name=dimeric dihydrodiol dehydrogenase
gene_10394		product_name=sugar transporter
gene_10397		product_name=hypothetical protein
gene_10407		product_name=small nuclear ribonucleo protein
gene_10414		product_name=hypothetical protein
gene_10438		product_name=suppressor/enhancer of lin-12 protein 9 precursor
gene_10450		product_name=DNA mismatch repair protein Msh5
gene_10527		product_name=Mediator complex%2C subunit Med16
gene_10531		product_name=DNA polymerase POL4
gene_10533		product_name=hypothetical protein
gene_10570		product_name=hypothetical protein
gene_10605		product_name=putative RNA-binding protein with PUA domain protein
gene_10611		product_name=hypothetical protein
gene_10631		product_name=hypothetical protein
gene_10659		product_name=hypothetical protein
gene_10673		product_name=expressed protein
gene_10681		product_name=hypothetical protein
gene_10690		product_name=hypothetical protein
gene_10701		product_name=hypothetical protein
gene_10708		product_name=fungal-specific transcription factor
gene_10730		product_name=cytochrome c oxidase assembly protein
gene_10733		product_name=or S-antigen%2C N-terminal domain protein
gene_10751		product_name=mRNA binding post-transcriptional regulator
gene_10755		product_name=U5 snRNP-specific protein-like factor
gene_10772		product_name=hypothetical protein
gene_10787		product_name=Hemimethylated DNA-binding protein YccV like-domain containing protein
gene_10793		product_name=LYR family protein
gene_10799		product_name=Mitochondrial carrier domain-containing protein
gene_10835		product_name=Isochorismatase-like protein
gene_10860		product_name=hypothetical protein
gene_10865		product_name=histone H1
gene_10880		product_name=hypothetical protein
gene_10884		product_name=hypothetical protein
gene_10889		product_name=protein mannosyltransferase 1
gene_10898		product_name=hypothetical protein
gene_10901		product_name=U3-containing 90S pre-ribosomal complex subunit-domain containing protein
gene_10912		product_name=hypothetical protein
gene_10918		product_name=fungal-specific transcription factor domain protein
gene_10939		product_name=S-adenosyl-L-methionine-dependent methyltransferase
gene_11003		product_name=cellulose-binding protein
gene_11078		product_name=hypothetical protein
gene_11096		product_name=DNA polymerase zeta catalytic subunit
gene_11100		product_name=Zn(II)2Cys6 transcription factor
gene_11158		product_name=hypothetical protein
gene_11213		product_name=Probable glucan endo-1%2C3-beta-glucosidase btgC
gene_11231		product_name=hypothetical protein
gene_11279		product_name=hypothetical protein
gene_11295		product_name=transcriptional coactivator
gene_11297		product_name=H+/oligopeptide symporter
gene_11301		product_name=hypothetical protein
gene_11305		product_name=Protein of unknown function (DUF3632)-domain containing protein
gene_11311		product_name=putative small molecule transporter
gene_11313		product_name=hypothetical protein
gene_11334		product_name=RNA-directed RNA polymerase
gene_11343		product_name=hypothetical protein
gene_11347		product_name=hypothetical protein
gene_11384		product_name=Major facilitator superfamily domain-containing protein
gene_11397		product_name=elongation factor-type GTP-binding protein
gene_11401		product_name=Protein of unknown function (DUF3431)-domain containing protein
gene_11408		product_name=Protein kinase-like domain-containing protein
gene_11440		product_name=Zn(II)2Cys6 transcription factor
gene_11457		product_name=hypothetical protein
gene_11466		product_name=hypothetical protein
gene_11475		product_name=HotDog domain-containing protein
gene_10126		product_name=Domain of unknown function (DUF3425)-domain containing protein
gene_10177		product_name=putative nucleoside-diphosphate-sugar epimerase
gene_10439		product_name=hypothetical protein
gene_10558		product_name=hypothetical protein
